steamID/appID,steamid,appid,playtime_forever,genres
76561198028979214/228320,60,228320,0,"['Action', 'Adventure', 'Indie', 'Strategy', 'Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Partial Controller Support']"
76561198028979214/207610,60,207610,241,"['Adventure', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']"
76561198028979214/211440,60,211440,0,"['Indie', 'Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']"
76561198028979214/104900,60,104900,0,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards', 'Includes level editor']"
76561198028979214/206020,60,206020,1067,"['RPG', 'Indie', 'Single-player']"
76561198028979214/206040,60,206040,0,"['RPG', 'Indie', 'Single-player']"
76561198028979214/206060,60,206060,62,"['RPG', 'Indie', 'Single-player']"
76561198028979214/211360,60,211360,0,"['Adventure', 'Indie', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']"
76561198028979214/211010,60,211010,0,"['Action', 'Indie', 'RPG', 'Single-player']"
76561198028979214/202750,60,202750,0,"['Action', 'Adventure', 'Single-player', 'Full controller support']"
76561198028979214/46700,60,46700,0,"['Strategy', 'Single-player']"
76561198028979214/46710,60,46710,0,"['Strategy', 'Single-player']"
76561198028979214/46760,60,46760,0,"['Strategy', 'Single-player']"
76561198028979214/46830,60,46830,0,"['Strategy', 'Single-player']"
76561198028979214/46840,60,46840,0,"['Strategy', 'Single-player']"
76561198028979214/108800,60,108800,64,"['Action', 'Single-player', 'Partial Controller Support']"
76561198028979214/42170,60,42170,282,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy', 'Single-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']"
76561198028979214/48000,60,48000,0,"['Adventure', 'Indie', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']"
76561198028979214/57300,60,57300,0,"['Action', 'Adventure', 'Indie', 'Single-player', 'Full controller support', 'Captions available', 'Commentary available']"
76561198028979214/204060,60,204060,93,"['Adventure', 'Indie', 'Single-player', 'Steam Achievements', 'Steam Cloud']"
76561198028979214/107100,60,107100,419,"['Action', 'Indie', 'RPG', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
76561198028979214/204100,60,204100,1018,"['Action', 'Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support']"
76561198028979214/200390,60,200390,0,"['Indie', 'Strategy', 'Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']"
76561198028979214/207080,60,207080,0,"['Indie', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Commentary available']"
76561198028979214/26800,60,26800,0,"['Casual', 'Indie', 'Strategy', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']"
76561198028979214/40800,60,40800,0,"['Indie', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']"
76561198028979214/209830,60,209830,34,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Single-player', 'Steam Cloud']"
76561198028979214/210170,60,210170,0,"['Action', 'Indie', 'Strategy', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']"
76561198028979214/11590,60,11590,0,"['Simulation', 'Single-player']"
76561198028979214/209790,60,209790,0,"['Indie', 'Casual', 'Single-player', 'Steam Achievements', 'Steam Cloud']"
76561198028979214/205910,60,205910,0,"['Indie', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']"
76561198028979214/50300,60,50300,389,"['Action', 'Adventure', 'Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']"
76561198028979214/91310,60,91310,419,
76561198028979214/46320,60,46320,13,
76561198028979214/9800,60,9800,4,"['Action', 'Adventure', 'Single-player', 'Steam Cloud']"
76561198028979214/34410,60,34410,0,"['Action', 'Single-player', 'Steam Cloud']"
76561198028979214/46270,60,46270,0,"['RPG', 'Strategy', 'Single-player', 'Steam Cloud']"
76561198028979214/46370,60,46370,0,"['Simulation', 'Single-player', 'Steam Cloud']"
76561198028979214/46340,60,46340,0,"['Simulation', 'Strategy', 'Single-player', 'Multi-player', 'Steam Cloud', 'Includes level editor']"
76561198028979214/46380,60,46380,0,"['Strategy', 'Single-player', 'Steam Cloud']"
76561198028979214/35140,60,35140,0,"['Action', 'Adventure', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']"
76561198028979214/113200,60,113200,231,"['Action', 'Adventure', 'Indie', 'RPG', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']"
76561198028979214/204300,60,204300,0,"['Action', 'Indie', 'Strategy', 'Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']"
76561198028979214/214340,60,214340,0,"['Adventure', 'Indie', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']"
76561198028979214/200350,60,200350,0,
76561198028979214/209080,60,209080,0,"['Indie', 'Multi-player']"
76561198028979214/204220,60,204220,0,"['Adventure', 'Casual', 'Indie', 'Single-player']"
76561198028979214/94600,60,94600,0,
76561198028979214/94610,60,94610,0,"['Adventure', 'Casual', 'Single-player']"
76561198028979214/94620,60,94620,0,"['Adventure', 'Casual', 'Single-player']"
76561198028979214/31220,60,31220,0,
76561198028979214/31230,60,31230,0,
76561198028979214/31240,60,31240,0,
76561198028979214/31250,60,31250,0,
76561198028979214/31260,60,31260,0,
76561198028979214/115120,60,115120,167,"['Action', 'Strategy', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud', 'Steam Leaderboards']"
76561198028979214/27400,60,27400,0,"['RPG', 'Indie', 'Casual', 'Single-player']"
76561198028979214/1510,60,1510,2,"['Indie', 'Strategy', 'Single-player']"
76561198028979214/63700,60,63700,0,"['Action', 'Casual', 'Indie', 'Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
76561198028979214/92800,60,92800,0,"['Indie', 'Simulation', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']"
76561198028979214/209690,60,209690,0,"['Strategy', 'Indie', 'Casual', 'Single-player']"
76561198028979214/22000,60,22000,0,"['Indie', 'Single-player', 'Steam Achievements']"
76561198028979214/29180,60,29180,0,"['Indie', 'Casual', 'Single-player', 'Steam Achievements']"
76561198028979214/38740,60,38740,0,"['Action', 'Indie', 'Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
76561198028979214/91200,60,91200,0,"['Action', 'Indie', 'Strategy', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
76561198028979214/49520,60,49520,4981,"['Action', 'RPG', 'Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561198028979214/217490,60,217490,0,
76561198028979214/214700,60,214700,0,"['Adventure', 'Indie', 'Casual', 'Single-player', 'Commentary available']"
76561198028979214/215670,60,215670,0,"['Adventure', 'Indie', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']"
76561198028979214/205810,60,205810,2886,"['RPG', 'Simulation', 'Strategy', 'Single-player', 'Steam Achievements', 'Stats']"
76561198028979214/214790,60,214790,0,"['Adventure', 'Strategy', 'Indie', 'Single-player']"
76561198028979214/72000,60,72000,0,"['Indie', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Commentary available']"
76561198028979214/215510,60,215510,76,"['Adventure', 'Indie', 'Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561198028979214/200510,60,200510,4437,"['Strategy', 'Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561198028979214/27800,60,27800,0,"['Indie', 'Single-player']"
76561198028979214/20820,60,20820,0,"['Action', 'Indie', 'Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
76561198028979214/41500,60,41500,246,"['RPG', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Includes level editor']"
76561198028979214/107200,60,107200,5,"['Action', 'Indie', 'RPG', 'Strategy', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']"
76561198028979214/107800,60,107800,0,"['Action', 'Indie', 'Casual', 'Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']"
76561198028979214/108500,60,108500,0,"['Action', 'Indie', 'Strategy', 'Single-player', 'Steam Achievements', 'Full controller support']"
76561198028979214/65300,60,65300,0,"['Action', 'Indie', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
76561198028979214/41800,60,41800,0,"['Indie', 'Simulation', 'Strategy', 'Single-player', 'Multi-player', 'Steam Trading Cards']"
76561198028979214/63710,60,63710,0,"['Action', 'Indie', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
76561198028979214/94200,60,94200,0,"['Action', 'Indie', 'Single-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Stats', 'Steam Leaderboards']"
76561198028979214/207420,60,207420,0,"['Action', 'Adventure', 'Indie', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
76561198028979214/200260,60,200260,870,"['Action', 'Adventure', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']"
76561198028979214/218640,60,218640,0,"['Action', 'Adventure', 'Indie', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561198028979214/214970,60,214970,0,"['Action', 'Indie', 'Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']"
76561198028979214/212680,60,212680,1062,"['Indie', 'Simulation', 'Strategy', 'Single-player', 'Steam Trading Cards']"
76561198028979214/214560,60,214560,0,"['Action', 'Adventure', 'Indie', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
76561198028979214/220780,60,220780,0,"['Indie', 'Single-player', 'Steam Achievements', 'Full controller support']"
76561198028979214/221260,60,221260,0,"['Adventure', 'Casual', 'Indie', 'Single-player']"
76561198028979214/200710,60,200710,458,"['Action', 'Adventure', 'Indie', 'RPG', 'Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']"
76561198028979214/58520,60,58520,0,"['Sports', 'Strategy', 'Single-player', 'Multi-player']"
76561198028979214/205790,60,205790,0,
76561198028979214/214590,60,214590,0,"['Action', 'Indie', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']"
76561198028979214/217270,60,217270,0,"['Action', 'Indie', 'Single-player']"
76561198028979214/219640,60,219640,1442,"['Action', 'Indie', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Includes level editor']"
76561198028979214/220740,60,220740,0,"['Adventure', 'Indie', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']"
76561198028979214/219150,60,219150,538,"['Action', 'Indie', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']"
76561198028979214/220460,60,220460,0,"['Action', 'Indie', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']"
76561198028979214/223830,60,223830,1289,"['Indie', 'Simulation', 'Strategy', 'Single-player', 'Steam Trading Cards']"
76561198028979214/223220,60,223220,0,"['Action', 'Indie', 'Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
76561198028979214/211400,60,211400,0,"['Action', 'Adventure', 'Indie', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561198028979214/4920,60,4920,0,"['Action', 'Indie', 'Strategy', 'Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Includes level editor']"
76561198028979214/200670,60,200670,0,"['Strategy', 'Single-player']"
76561198028979214/57650,60,57650,0,"['RPG', 'Strategy', 'Single-player']"
76561198028979214/57620,60,57620,0,"['Strategy', 'Single-player']"
76561198028979214/23490,60,23490,0,"['Simulation', 'Strategy', 'Single-player']"
76561198028979214/57600,60,57600,0,"['Strategy', 'Simulation', 'Single-player', 'Downloadable Content']"
76561198028979214/57690,60,57690,0,"['Simulation', 'Strategy', 'Single-player', 'Steam Trading Cards']"
76561198028979214/207040,60,207040,0,"['Action', 'Indie', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']"
76561198028979214/218740,60,218740,0,"['Adventure', 'Indie', 'Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support']"
76561198028979214/1930,60,1930,0,"['RPG', 'Single-player', 'Multi-player', 'Steam Trading Cards']"
76561198028979214/26900,60,26900,0,"['Casual', 'Indie', 'Single-player']"
76561198028979214/212110,60,212110,0,"['Action', 'Indie', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']"
76561198028979214/221020,60,221020,5,"['Indie', 'RPG', 'Simulation', 'Strategy', 'Single-player']"
76561198028979214/220240,60,220240,4493,"['Action', 'Adventure', 'Single-player', 'Multi-player', 'Co-op', 'Partial Controller Support']"
76561198028979214/224960,60,224960,0,"['Action', 'Adventure', 'Single-player']"
76561198028979214/225300,60,225300,0,"['Action', 'Adventure', 'Single-player']"
76561198028979214/225320,60,225320,0,"['Action', 'Adventure', 'Single-player']"
76561198028979214/61600,60,61600,0,"['Indie', 'Casual', 'Single-player', 'Steam Achievements', 'Steam Cloud']"
76561198028979214/215930,60,215930,34,"['RPG', 'Strategy', 'Single-player', 'Steam Trading Cards', 'Steam Cloud']"
76561198028979214/223630,60,223630,0,"['Action', 'Free to Play', 'Indie', 'RPG', 'Strategy', 'Multi-player', 'Steam Trading Cards']"
76561198028979214/203140,60,203140,995,"['Action', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']"
76561198028979214/205930,60,205930,0,
76561198028979214/4560,60,4560,0,"['Action', 'Strategy', 'Single-player', 'Multi-player', 'Steam Cloud']"
76561198028979214/9340,60,9340,0,
76561198028979214/20540,60,20540,0,"['Strategy', 'Single-player', 'Multi-player', 'Steam Cloud']"
76561198028979214/50620,60,50620,0,"['Action', 'Adventure', 'Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']"
76561198028979214/55110,60,55110,470,"['Action', 'Single-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']"
76561198028979214/228200,60,228200,0,
76561198028979214/462780,60,462780,0,"['Violent', 'Action', 'Adventure', 'RPG', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561198028979214/201790,60,201790,0,"['Action', 'Indie', 'Strategy', 'Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
76561198028979214/113020,60,113020,0,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy', 'Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']"
76561198028979214/227200,60,227200,0,"['Action', 'Adventure', 'Indie', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']"
76561198028979214/65800,60,65800,0,"['Action', 'Indie', 'RPG', 'Strategy', 'Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']"
76561198028979214/227220,60,227220,0,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy', 'Single-player', 'Steam Achievements', 'Steam Trading Cards']"
76561198028979214/220700,60,220700,0,"['Design & Illustration', 'Web Publishing', 'Steam Trading Cards', 'Steam Workshop']"
76561198028979214/219680,60,219680,0,"['Adventure', 'Casual', 'Indie', 'Single-player', 'Full controller support']"
76561198028979214/200900,60,200900,0,"['Action', 'Adventure', 'Indie', 'Single-player', 'Steam Achievements', 'Partial Controller Support']"
76561198028979214/211280,60,211280,0,"['Action', 'Indie', 'Single-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
76561198028979214/35720,60,35720,704,"['Action', 'Adventure', 'Indie', 'Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']"
76561198028979214/203160,60,203160,1203,"['Action', 'Adventure', 'Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561198028979214/212480,60,212480,0,"['Racing', 'Sports', 'Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled']"
76561198028979214/229520,60,229520,0,"['Casual', 'Indie', 'Strategy', 'Single-player', 'Steam Trading Cards', 'Steam Leaderboards']"
76561198028979214/218130,60,218130,0,"['Action', 'Casual', 'Free to Play', 'Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']"
76561198028979214/208520,60,208520,430,"['Simulation', 'Strategy', 'Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']"
76561198028979214/219890,60,219890,0,"['Adventure', 'Indie', 'Single-player', 'Steam Trading Cards']"
76561198028979214/238960,60,238960,530,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Single-player', 'Multi-player', 'MMO', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']"
76561198028979214/224260,60,224260,307,"['Action', 'Free to Play', 'Indie', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Captions available', 'VR Support', 'Partial Controller Support', 'Valve Anti-Cheat enabled', 'Includes level editor', 'Includes Source SDK']"
76561198028979214/227260,60,227260,12,
76561198028979214/230980,60,230980,0,"['Adventure', 'Indie', 'Single-player']"
76561198028979214/231200,60,231200,62,"['Adventure', 'Indie', 'Single-player', 'Full controller support']"
76561198028979214/224580,60,224580,1,"['Action', 'Simulation', 'Strategy', 'Multi-player', 'Co-op', 'Partial Controller Support']"
76561198028979214/225260,60,225260,245,"['Action', 'Adventure', 'Strategy', 'Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561198028979214/11050,60,11050,0,"['Adventure', 'Single-player']"
76561198028979214/65790,60,65790,0,"['Action', 'Simulation', 'Strategy', 'Single-player']"
76561198028979214/3710,60,3710,0,"['Action', 'Single-player', 'Multi-player', 'Co-op']"
76561198028979214/11040,60,11040,0,"['Adventure', 'RPG', 'Single-player']"
76561198028979214/11140,60,11140,0,"['Adventure', 'Single-player']"
76561198028979214/11150,60,11150,0,"['Adventure', 'Single-player']"
76561198028979214/11130,60,11130,0,"['Adventure', 'Single-player']"
76561198028979214/96900,60,96900,0,"['Action', 'Indie', 'Strategy', 'Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']"
76561198028979214/11180,60,11180,0,"['Adventure', 'Casual', 'Single-player']"
76561198028979214/233860,60,233860,185,"['Action', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access', 'Single-player', 'Steam Workshop', 'Includes level editor']"
76561198028979214/225420,60,225420,0,"['Simulation', 'Strategy', 'Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']"
76561198028979214/234490,60,234490,0,"['Action', 'Indie', 'Racing', 'Single-player', 'Multi-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
76561198028979214/227720,60,227720,34,
76561198028979214/8870,60,8870,706,"['Action', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561198028979214/57740,60,57740,3534,"['RPG', 'Simulation', 'Strategy', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats']"
76561198028979214/1250,60,1250,0,"['Action', 'Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']"
76561198028979214/35420,60,35420,0,"['Action', 'Single-player', 'Multi-player', 'Co-op', 'Mods']"
76561198028979214/224600,60,224600,1309,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Multi-player', 'MMO', 'Co-op', 'Steam Trading Cards', 'Partial Controller Support']"
76561198028979214/55020,60,55020,0,
76561198028979214/44350,60,44350,0,"['Racing', 'Sports', 'Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']"
76561198028979214/210770,60,210770,0,"['Action', 'Indie', 'Strategy', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
76561198028979214/216250,60,216250,1338,
76561198028979214/222750,60,222750,0,"['Strategy', 'Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Cloud']"
76561198028979214/224760,60,224760,0,"['Indie', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']"
76561198028979214/23120,60,23120,0,
76561198028979214/234190,60,234190,344,"['Action', 'Indie', 'Simulation', 'Single-player']"
76561198028979214/234650,60,234650,826,"['Adventure', 'Indie', 'RPG', 'Strategy', 'Single-player', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']"
76561198028979214/233270,60,233270,63,"['Action', 'Adventure', 'Single-player', 'Steam Trading Cards', 'Partial Controller Support']"
76561198028979214/12640,60,12640,1131,"['RPG', 'Single-player']"
76561198028979214/215690,60,215690,0,"['Action', 'Indie', 'Single-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
76561198028979214/48220,60,48220,1345,
76561198028979214/65930,60,65930,633,"['Action', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561198028979214/31100,60,31100,0,"['Adventure', 'Single-player']"
76561198028979214/31110,60,31110,0,"['Adventure', 'Single-player']"
76561198028979214/31120,60,31120,0,"['Adventure', 'Single-player']"
76561198028979214/31130,60,31130,0,"['Adventure', 'Single-player']"
76561198028979214/31280,60,31280,0,"['Casual', 'Sports', 'Single-player', 'Steam Achievements']"
76561198028979214/94590,60,94590,0,"['Adventure', 'Casual', 'Single-player', 'Steam Achievements']"
76561198028979214/237430,60,237430,35,"['Indie', 'RPG', 'Strategy', 'Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards']"
76561198028979214/238890,60,238890,0,"['Indie', 'Simulation', 'Strategy', 'Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards']"
76561198028979214/236090,60,236090,188,"['Action', 'Adventure', 'Indie', 'RPG', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561198028979214/206190,60,206190,241,"['Action', 'Indie', 'Strategy', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Includes level editor']"
76561198028979214/231160,60,231160,0,"['Action', 'Adventure', 'Indie', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']"
76561198028979214/8500,60,8500,0,"['Free to Play', 'Massively Multiplayer', 'RPG', 'Online Multi-Player', 'MMO', 'Steam Trading Cards']"
76561198028979214/236370,60,236370,56,"['Action', 'Indie', 'RPG', 'Simulation', 'Early Access', 'Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']"
76561198028979214/242760,60,242760,6,"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access', 'Single-player', 'Multi-player', 'Co-op', 'Steam Cloud']"
76561198028979214/242860,60,242860,804,"['Action', 'Indie', 'Simulation', 'Strategy', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
76561198028979214/242880,60,242880,92,"['Action', 'Indie', 'Single-player', 'Multi-player', 'Steam Trading Cards', 'Partial Controller Support', 'Stats']"
76561198028979214/242920,60,242920,717,"['Indie', 'Simulation', 'Strategy', 'Single-player', 'Steam Achievements']"
76561198028979214/233250,60,233250,0,"['Strategy', 'Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards']"
76561198028979214/243120,60,243120,345,"['Action', 'Adventure', 'Indie', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']"
76561198028979214/244710,60,244710,0,"['Adventure', 'Indie', 'Single-player', 'Steam Trading Cards', 'Partial Controller Support']"
76561198028979214/245130,60,245130,48,
76561198028979214/10,60,10,0,"['Action', 'Multi-player', 'Valve Anti-Cheat enabled']"
76561198028979214/20,60,20,0,"['Action', 'Multi-player', 'Valve Anti-Cheat enabled']"
76561198028979214/30,60,30,0,"['Action', 'Multi-player', 'Valve Anti-Cheat enabled']"
76561198028979214/40,60,40,0,"['Action', 'Multi-player', 'Valve Anti-Cheat enabled']"
76561198028979214/50,60,50,0,"['Action', 'Single-player', 'Multi-player', 'Valve Anti-Cheat enabled']"
76561198028979214/60,60,60,0,"['Action', 'Multi-player', 'Valve Anti-Cheat enabled']"
76561198028979214/70,60,70,0,"['Action', 'Single-player', 'Multi-player', 'Valve Anti-Cheat enabled']"
